title;custom__category;base_url;custom__name_en;custom__unirank;custom__forbes_rank;custom__raex_rank;custom__qs_rank;custom__the_rank;custom__city;custom__region;page__1;page__2;page__3;site_error;vi_not_work;vi_found;vi_m_f;vi_b_f;vi_is_panel;vi_is_apply_changes;vi_is_reload;vi_is_cross_pages;vi_font_sizes;vi_color_schemes;vi_pictures_modes;vi_font_sizes_wc;vi_color_schemes_wc;vi_pictures_switch_wc;vi_line_spacing;vi_letter_spacing;vi_scroll;vi_scale_br;vi_another_content;vi_fonts_switch;site_engine;vi_source;site_lang;site_front;site_crm
Сыктывкарский Государственный университет им. Питирима Сорокина;гуманитарный;https://www.syktsu.ru/;Syktyvkar State University;43;;;;;Сыктывкар;11;https://www.syktsu.ru/;https://www.syktsu.ru/abitur/;https://www.syktsu.ru/edu/if/;;;1;1;1;;1;1;1;;;;;;;;;1;;;;1c-bitrix;;php;;
Амурский гуманитарно-педагогический государственный университет;гуманитарный;https://amgpgu.ru/;;;;;;;Комсомольск-на-Амуре;27;https://amgpgu.ru/;https://abiturient.amgpgu.ru/;https://amgpgu.ru/life/squad/;;;1;1;1;;1;1;1;;;;;;;;;1;1;;;1c-bitrix;;php;;
Комсомольский-на-Амуре Государственный университет;общий;https://knastu.ru/;Komsomolsk-on-Amur State Technical University;254;;;;;Комсомольск-на-Амуре;27;https://knastu.ru/;https://abit.knastu.ru/;https://knastu.ru/education;;;1;1;1;1;1;1;1;3;3;;0;1;;;;;1;;;;;php;;
Костромской государственный университет;общий;https://ksu.edu.ru/;Kostroma State University;210;;;;;Кострома;44;https://ksu.edu.ru/;https://ksu.edu.ru/matriculants/vazhnaya-informatsiya/priemnaya-kampaniya.html;https://ksu.edu.ru/studentu/studencheskaya-zhizn.html;;;1;1;1;;1;1;1;;;;;;;;;;;;;joomla;;php;;
Красноярский государственный педагогический университет им. В. П. Aстафьева;гуманитарный;http://www.kspu.ru/;Krasnoyarsk State Pedagogical University;153;;;;;Красноярск;24;http://www.kspu.ru/;http://www.kspu.ru/division/abiturient/;http://www.kspu.ru/divisions/institutes/;;;1;1;1;;1;1;1;;;;;;;;;;;;;;;php;;
Сибирский Федеральный Университет;общий;https://www.sfu-kras.ru/;Siberian Federal University;10;49;23;23;8;Красноярск;24;https://www.sfu-kras.ru/;http://admissions.sfu-kras.ru/;http://structure.sfu-kras.ru/csk;;1;;;;;;;;;;;;;;;;1;;;;drupal;;php;;
Кубанский технологический университет;спец технический;https://kubstu.ru/;Kuban State University of Technology;170;;;;;Краснодар;23;https://kubstu.ru/;https://kubstu.ru/s-3;https://kubstu.ru/s-4;;;1;1;1;1;1;1;1;3;2;3;1;1;1;;;1;;;;;;php;;
Кубанский государственный университет;общий;https://kubsu.ru/;Kuban State University;47;;;;;Краснодар;23;https://kubsu.ru/;https://kubsu.ru/ru/abiturient;https://kubsu.ru/ru/studlife/youth_culture_and_leisure_center;;;1;1;1;1;1;1;1;10;2;;1;1;;;;;;1;;drupal;;php;;
Кузбасский государственный технический университет им Т. Ф. Горбачева;общий технический;https://kuzstu.ru/;Kuzbass State Technical University;202;74;;;;Кемерово;42;https://kuzstu.ru/;https://kuzstu.ru/abiturientu/;https://kuzstu.ru/department/studencheskie-organizatsii/;;;1;1;1;1;1;;1;10;5;3;1;1;;1;1;;;;2;livestreet;isvek.ru (bvi);php;vue.js;
Курганский государственный университет;общий;http://www.kgsu.ru/;Kurgan State University;234;;;;;Курган;45;http://www.kgsu.ru/;https://abit.kgsu.ru/;http://www.kgsu.ru/department/molodezhnaya-politika/page/13553;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;;;;2;yii;isvek.ru (bvi);php;;
Курский государственный университет;общий;https://kursksu.ru/;Kursk State University;230;;87;;;Курск;46;https://kursksu.ru/;https://kursksu.ru/pages/entrance;https://kursksu.ru/pages/educational_department;;;1;1;1;1;1;;;10;2;;1;1;;;;;;;;;;php;angular;
Юго-Западный Государственный университет (Курский политех);общий;https://swsu.ru/;Southwest State University;167;;98;;;Курск;46;https://swsu.ru/;https://ee.swsu.ru/;https://swsu.ru/structura/up/;;;1;1;1;1;;;1;4;4;;1;1;;1;1;;;;3;1c-bitrix;userway.org;php;;
Кыргызско-Российский Славянский университет им. Б. Н. Ельцина;гуманитарный;https://krsu.edu.kg/;;;;;;;Бишкек;0;https://krsu.edu.kg/;https://abit.krsu.edu.kg/;https://krsu.edu.kg/faculties_and_departments;;;1;1;;1;1;1;1;3;3;3;1;1;1;;1;;;1;;drupal;;php;;
Липецкий государственный педагогический университет им. П. П. Семенова-Тян-Шанского;гуманитарный;http://www.lspu-lipetsk.ru/;Lipetsk State Pedagogical University;242;;;;;Липецк;48;http://www.lspu-lipetsk.ru/;http://www.lspu-lipetsk.ru/modules.php?name=abitur_public_2021;http://www.lspu-lipetsk.ru/modules.php?name=Sportlife;;;1;1;1;;1;1;;10;3;;1;1;;1;1;1;1;1;;;;php;;
Липецкий государственный технический университет;общий технический;http://www.stu.lipetsk.ru/;Lipetsk State Technical University;174;;;;;Липецк;48;http://www.stu.lipetsk.ru/;http://www.stu.lipetsk.ru/abit/;http://www.stu.lipetsk.ru/fak/;;;1;1;1;1;1;;1;3;5;2;1;1;1;;;;1;;2;;lidrekon.ru;php;;
Литературный институт имени А. М. Горького;искусство и культура ;https://litinstitut.ru/;;;;;;;Москва;77;https://litinstitut.ru/;https://litinstitut.ru/Abitur;https://litinstitut.ru/education;;;1;1;0;;1;1;;10;;;0;;;;;;;;;drupal;;php;;
Магнитогорский государственный технический университет им. Г. И. Носова;общий технический;https://www.magtu.ru/;Nosov Magnitogorsk State Technical University;94;;;;9;Магнитогорск;74;https://www.magtu.ru/;https://www.magtu.ru/abitur.html;https://www.magtu.ru/sveden/struct/instituty-fakultety-kafedry.html;;;1;1;1;;;;1;3;3;5;1;1;0;;1;;1;;;joomla;joomla template Accessibility;php;preact;
Майкопский Государственный Технологический университет;спец технический;http://mkgtu.ru/;Maikop State Technological University;288;;;;;Майкоп;1;http://mkgtu.ru/;http://mkgtu.ru/art/127444/;http://mkgtu.ru/menu/uchebnye_podrazdel/;;;1;;1;1;1;;1;10;5;3;1;1;;1;1;;;;2;;isvek.ru (bvi);php;;
Марийский государственный университет;общий;https://marsu.ru/;Mari State University;135;;;;;Йошкар-Ола;12;https://marsu.ru/;https://marsu.ru/abitur/;https://marsu.ru/education/units/;;;1;;1;1;1;;1;4;5;2;1;1;0;1;1;;1;;2;1c-bitrix;Comfortable Reading Plugin;php;;
Мичуринский государственный аграрный университет;общий;http://www.mgau.ru/;;;;;;;Мичуринск;68;http://www.mgau.ru/;http://www.mgau.ru/applicants/;http://www.mgau.ru/students/studlive/;;;1;1;1;1;1;;0;3;4;2;1;1;1;;;;;;;1c-bitrix;;php;;
Мордовский государственный педагогический университет им. М. Е. Евсевьева;гуманитарный;https://www.mordgpi.ru/;;;;;;;Саранск;13;https://www.mordgpi.ru/;https://www.mordgpi.ru/prcom/;https://www.mordgpi.ru/activities/extracurricular-activities/;;;1;;1;1;1;;1;10;5;3;1;1;0;1;1;;1;;2;1c-bitrix;isvek.ru (bvi);php;;
Мордовский государственный университет им. Н.П. Огарёва;общий;https://www.mrsu.ru/;Ogarev Mordovia State University;29;;82;;;Саранск;13;https://www.mrsu.ru/;https://abiturs.mrsu.ru/;https://mrsu.ru/ru/student/studorg/;;;1;1;1;;1;1;1;;;;;;;;;;;;;1c-bitrix;;php;;
МИРЭА - Российский технологический университет;спец технический;https://www.mirea.ru/;MIREA - Russian Technological University;62;53;52;24;9;Москва;77;https://www.mirea.ru/;https://priem.mirea.ru/;https://student.mirea.ru/;;;1;1;1;1;1;1;1;3;3;;0;0;;;;;;1;;1c-bitrix;;php;preact;
Московский государственный юридический университет им. О.Е. Кутафина (МГЮА);гуманитарный ;https://www.msal.ru/;Kutafin Moscow State Law University;98;56;32;;;Москва;77;https://www.msal.ru/;https://www.msal.ru/content/abiturientam/;https://www.msal.ru/content/studentam/;;;1;1;1;1;1;;1;3;3;;1;1;;;1;1;1;;;1c-bitrix;;php;;
Московский авиационный институт (национальный исследовательский университет) МАИ;спец технический;https://mai.ru/;Moscow Aviation Institute;45;32;21;;9;Москва;77;https://mai.ru/;https://priem.mai.ru/?from=mai.ru;https://mai.ru/common/campus/;;;1;1;1;1;1;1;1;3;5;2;1;1;1;;1;;;;;1c-bitrix;;php;;
Московский Архитектурный институт;архитектурный;https://marhi.ru/;;;;;;;Москва;77;https://marhi.ru/;https://marhi.ru/abiturient/;https://marhi.ru/students/;;;1;1;1;1;1;;1;4;2;;1;1;;;1;1;1;;2;1c-bitrix;;php;react;
Московский автомобильно-дорожный государственный технический университет (МАДИ);транспорт ;http://www.madi.ru/;Moscow Automobile and Road Construction State Technical University;155;89;;;;Москва;77;http://www.madi.ru/;https://pk.madi.ru/;http://profcommadi.ru/;;;1;1;1;1;1;;1;10;5;2;1;1;1;;;;;;;;isvek.ru (bvi);php;;
Российский государственный геологоразведочный университет им. Серго Орджоникидзе;спец технический;https://mgri.ru/;Russian State Geological Prospecting University;245;90;;;;Москва;77;https://mgri.ru/;https://mgri.ru/commission/;https://mgri.ru/life-v-mgri-rggru/public-organizations/;;;1;1;1;1;1;;1;10;5;2;1;1;0;1;1;;;;2;1c-bitrix;isvek.ru (bvi);php;;
Национальный исследовательский технологический университет МИСиС;спец технический;https://misis.ru/;"National University of Science and Technology ""MISIS""";38;5;16;17;6;Москва;77;https://misis.ru/;https://misis.ru/applicants/;https://misis.ru/students/;;;1;1;1;1;1;;1;2;2;;1;1;;;;;;;;;;;;
Московский физико-технический институт (национальный исследовательский университет);спец технический;https://mipt.ru/;Moscow Institute of Physics and Technology;15;4;2;6;2;Долгопрудный;50;https://mipt.ru/;https://pk.mipt.ru/;https://mipt.ru/education/chairs/;;;1;0;1;1;1;1;1;3;;;;;;;;;1;;;1c-bitrix;;php;vue.js;
"Национальный исследовательский ядерный университет ""МИФИ""";спец технический;https://mephi.ru/;National Research Nuclear University MEPI;22;3;3;9;4;Москва;77;https://mephi.ru/;https://mephi.ru/abitur;https://mephi.ru/students;;;1;0;1;1;1;;1;;;;;;;;;;;;;drupal;;php;;
Московский институт электронной техники МИЭТ;спец технический;https://miet.ru/;National Research University of Electronic Technology (MIET);143;42;70;;9;Москва (Зеленоград);77;https://miet.ru/;https://www.abiturient.ru/;https://www.miet.ru/page/105281;;;1;1;1;;1;;;;;;;;;;;1;1;;;1c-bitrix;;php;;
Московский государственный лингвистический университет;гуманитарный;https://linguanet.ru/;Moscow State Linguistic University;157;33;30;;;Москва;77;https://linguanet.ru/;https://linguanet.ru/postupayushchim/informatsiya-priyemnoy-komissii/;https://linguanet.ru/studentam/studencheskaya-zhizn/;;;1;1;1;1;1;1;1;3;5;3;1;1;1;1;1;;;1;2;1c-bitrix;slabovid.ru (mibok);php;;
Московский государственный областной университет;общий;http://mgou.ru/;Moscow State Regional University;101;;65;;;Мытищи;50;http://mgou.ru/;https://mgou.ru/abitur;https://mgou.ru/m3/vospitatelnaya-rabota-i-molodyozhnaya-politika;;;1;1;1;1;1;;1;5;5;3;1;1;1;1;1;1;1;;2;wordpress;;php;;
Московский педагогический государственный университет;гуманитарный;http://mpgu.su/;Moscow State Pedagogical University;27;57;35;24;;Москва;77;http://mpgu.su/;http://mpgu.su/postuplenie/;http://mpgu.su/studentam/;;;1;1;1;;1;;;;;;;;;;;;;;;wordpress;;php;;
Московский городской педагогический университет;гуманитарный;https://www.mgpu.ru/;Moscow City Teachers' Training University;49;;69;24;;Москва;77;https://www.mgpu.ru/;https://www.mgpu.ru/priemnaya-komissiya/;https://student.mgpu.ru/;;;1;1;1;;1;;;;;;;;;;;;;;;wordpress;;php;;
Московский государственный строительный университет;архитектурный;https://mgsu.ru/;Moscow State University of Civil Engineering;95;52;34;;6;Москва;77;https://mgsu.ru/;https://mgsu.ru/postupay/;https://mgsu.ru/student/;;;1;1;1;1;1;;1;2;2;;0;0;;;;;1;;;1c-bitrix;;php;;
Московский политехнический университет;общий технический;https://new.mospolytech.ru/;Moscow Polytechnic University;70;31;99;;9;Москва;77;https://new.mospolytech.ru/;https://new.mospolytech.ru/postupayushchim/;https://new.mospolytech.ru/obuchauschimsya/mnogofunkcionalnyy-centr/;;;1;1;1;1;;;1;2;2;2;1;1;1;;;;;;;1c-bitrix;;php;;
Московский государственный технологический университет СТАНКИН;спец технический;https://stankin.ru/;"Moscow State Technological University ""Stankin""";237;29;54;;;Москва;77;https://stankin.ru/;https://stankin.ru/abitur/;https://stankin.ru/pages/id_108/page_534;;;1;1;1;1;1;;1;3;3;2;1;1;1;;;;1;;;;;;vue.js;
Московский государственный технический университет имени Н.Э. Баумана;спец технический;https://bmstu.ru/;Bauman Moscow State Technical University;18;8;6;5;7;Москва;77;https://bmstu.ru/;https://bmstu.ru/abitur;https://bmstu.ru/mstu/undergraduate/studies/;;;1;1;1;1;;;1;2;5;2;1;1;1;;1;;;;;next.js;;node.js;react;
Мытищинский филиал МГТУ им. Н. Э. Баумана (бывш. Московский государственный университет леса);спец технический;https://mf.bmstu.ru/;;;;;;;Мытищи;50;https://mf.bmstu.ru/;https://mf.bmstu.ru/info/priem/;https://mf.bmstu.ru/info/;;;1;1;1;1;1;1;1;3;3;;1;1;;;1;;;1;2;;;;;
Московский государственный университет пищевых производств;спец технический;https://mgupp.ru/;Moscow State University of Food Production;166;72;;;;Москва;77;https://mgupp.ru/;https://mgupp.ru/abitur/;https://mgupp.ru/obuchayushchimsya/instituty-i-kafedry/;;;1;1;1;1;1;1;1;3;5;2;1;1;;1;1;;;1;2;1c-bitrix;slabovid.ru (mibok);php;;
Российский государственный университет туризма и сервиса;спорт ;https://rguts.ru/;Russian State University of Tourism and Services;259;;;;;дп Черкизово;50;https://rguts.ru/;https://rguts.ru/enrollees/index;https://rguts.ru/students/index;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;;;;2;;isvek.ru (bvi);php;;
Российский экономический университет им. Г.В. Плеханова;гуманитарный;https://www.rea.ru/;Plekhanov Russian University of Economics;24;14;15;21;5;Москва;77;https://www.rea.ru/;https://www.rea.ru/ru/abiturientu/Pages/abiturientu.aspx;https://www.rea.ru/ru/Pages/Studentu.aspx;;;1;0;1;1;1;1;1;3;3;;1;1;;;;;;;;;;asp.net;;bitrix24
Московская государственная художественно-промышленная академия им. С. Г. Строганова;спец технический ;https://mghpu.ru/;;;;;;;Москва;77;https://mghpu.ru/;https://xn----7sbabalfgj4as1arld1aqs8v.xn--p1ai/350/;https://stroganov-academy.ru/;;;1;1;1;;1;1;1;;;;;;;;;1;1;1;;;;php;;
Московский государственный гуманитарно-экономический университет;гуманитарный;http://www.mggeu.ru/;;;;;;;Москва;77;http://www.mggeu.ru/;http://www.mggeu.ru/admissions/;http://www.mggeu.ru/studentu/;;;1;1;1;1;1;;1;4;3;;1;1;;;;;1;;;wordpress;;php;;
Национальный исследовательский университет МЭИ (Московский экономический институт);гуманитарный;https://mpei.ru/;N.R.U. Moscow Power Engineering Institute;92;20;24;24;9;Москва;77;https://mpei.ru/;https://mpei.ru/Admission/Pages/default.aspx;https://mpei.ru/Students/Pages/default.aspx;;;1;1;1;1;1;;1;3;3;2;1;1;1;;;;1;;;;;asp.net;;
Набережночелнинский государственный педагогический университет;гуманитарный;https://tatngpi.ru/;;;;;;;Набережные Челны;16;https://tatngpi.ru/;http://abitur.tatngpi.ru/;https://tatngpi.ru/universitet/struktura-ngpu/osnovnye-podrazdeleniya/;;;1;1;1;1;1;;1;3;3;2;1;0;1;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Нижегородский государственный архитектурно-строительный университет;архитектурный;http://www.nngasu.ru/;Nizhny Novgorod State University of Architecture and Civil Engineering;183;;;;;Нижний Новгород;52;http://www.nngasu.ru/;https://www.nngasu.ru/Abitur/;https://www.nngasu.ru/student/stud_zhizn/;;;1;1;1;1;1;;1;3;3;2;1;1;1;;1;;1;;;1c-bitrix;;php;;
Нижегородский Государственный Лингвистический университет им. Н. А. Добролюбова;гуманитарный;https://lunn.ru/;Linguistic University of Nizhny Novgorod;246;78;;;;Нижний Новгород;52;https://lunn.ru/;https://lunn.ru/abitur/2021;https://lunn.ru/page/studentu;;;1;1;1;1;;;1;3;3;;1;1;;;1;;1;;;;;;vue.js;
Нижегородский государственный педагогический университет им. К. Минина;гуманитарный;https://mininuniver.ru/;Nizhny Novgorod State Pedagogical University;175;;;;;Нижний Новгород;52;https://mininuniver.ru/;https://mininuniver.ru/entrant;https://mininuniver.ru/training;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;;1;;2;joomla;isvek.ru (bvi);php;;
Нижегородский государственный технический университет им. Р. Е. Алексеева;общий технический;https://www.nntu.ru/;Nizhny Novgorod State Technical University;196;84;;;9;Нижний Новгород;52;https://www.nntu.ru/;https://www.nntu.ru/content/abiturientam/abiturient2021;https://www.nntu.ru/content/zhizn/studencheskie-otryady;;;1;0;1;1;1;1;;10;2;3;1;1;1;;;;;;;;;;;
Нижегородский государственный университет имени Н. И. Лобачевского;общий;http://www.unn.ru/;Lobachevsky State University of Nizhni Novgorod;20;50;31;20;9;Нижний Новгород;52;http://www.unn.ru/;http://www.unn.ru/site/education/informatsiya-priemnoj-komissii;http://www.unn.ru/site/about/zhizn-v-universitete/studencheskaya-zhizn;;;1;1;1;;1;;1;;;;;;;;;1;1;;;;;php;;
